Time(secs)	PressureM1Condense(Bar)	PressureM3Tank(Bar)	PressureFPSafety(Bar)	Still (mbar)	Forepump (mbar)	Dewar (mbar)	Input Water Temp	Output Water Temp	Helium Temp	Oil Temp	Motor Current	4K Head X55749 t(s)	4K Head X55749 T(K)	4K Head X55749 R(Ohm)	4K Plate X55750 t(s)	4K Plate X55750 T(K)	4K Plate X55750 R(Ohm)	Still t(s)	Still T(K)	Still R(Ohm)	100mK Plate t(s)	100mK Plate T(K)	100mK Plate R(Ohm)	M/C X55751 t(s)	M/C X55751 T(K)	M/C X55751 R(Ohm)	M/C RuO2 t(s)	M/C RuO2 T(K)	M/C RuO2 R(Ohm)	Mag Top X48230 t(s)	Mag Top X48230 T(K)	Mag Top X48230 R(Ohm)	Mag Bottom X52698 t(s)	Mag Bottom X52698 T(K)	Mag Bottom X52698 R(Ohm)	70K Head PT100 t(s)	70K Head PT100 T(K)	70K Head PT100 R(Ohm)	70K Plate PT100 t(s)	70K Plate PT100 T(K)	70K Plate PT100 R(Ohm)	chan[10] t(s)	chan[10] T(K)	chan[10] R(Ohm)	chan[11] t(s)	chan[11] T(K)	chan[11] R(Ohm)	chan[12] t(s)	chan[12] T(K)	chan[12] R(Ohm)	chan[13] t(s)	chan[13] T(K)	chan[13] R(Ohm)	chan[14] t(s)	chan[14] T(K)	chan[14] R(Ohm)	chan[15] t(s)	chan[15] T(K)	chan[15] R(Ohm)	Still heater (W)	chamber heater (W)	
1361661277	0.712912381359294	0.705246131778924	0.04804834131901	0.0004	0.0013	0.1	10.7	10.8	20.1	15.9	0	1361661159	214.617818774961	93.284	1361661173	214.305439257015	75.41	1361661187	223.966939283794	2205.54	1361661202	219.735667264065	2205.79	1361661216	147.332086381526	108.386	1361661233	272.830551214979	2200.36	1361661248	206.522582618776	123.475	0	0	0	1361661262	252.784423657234	92.075	1361661276	249.03299424001	90.599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361661337	0.717795342875454	0.705246131778924	0.0492202520828883	0.0004	0.0013	0.1	10.6	10.7	20.2	15.9	0	1361661288	214.929853705678	93.15	1361661302	214.596886787525	75.321	1361661316	236.832952086787	2204.78	1361661331	272.576328829422	2202.67	1361661216	147.332086381526	108.386	1361661233	272.830551214979	2200.36	1361661248	206.522582618776	123.475	0	0	0	1361661262	252.784423657234	92.075	1361661276	249.03299424001	90.599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361661397	0.717795342875454	0.705246131778924	0.04804834131901	0.0004	0.0013	0.1	10.6	10.6	20.2	15.9	0	1361661288	214.929853705678	93.15	1361661302	214.596886787525	75.321	1361661316	236.832952086787	2204.78	1361661331	272.576328829422	2202.67	1361661345	147.631508926964	108.192	1361661362	272.830551214979	2201.4	1361661376	206.75565130291	123.35	0	0	0	1361661391	252.957353941241	92.143	1361661276	249.03299424001	90.599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361661457	0.712912381359294	0.705246131778924	0.04804834131901	0.0004	0.0013	0.1	10.4	10.7	20	15.9	0	1361661416	215.146965261064	93.057	1361661431	214.751107369928	75.274	1361661445	272.830551214979	2201.49	1361661331	272.576328829422	2202.67	1361661345	147.631508926964	108.192	1361661362	272.830551214979	2201.4	1361661376	206.75565130291	123.35	0	0	0	1361661391	252.957353941241	92.143	1361661405	249.185409564391	90.659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361661517	0.712912381359294	0.705636768700217	0.04804834131901	0.0004	0.0013	0.1	10.4	10.4	20.1	15.9	0	1361661416	215.146965261064	93.057	1361661431	214.751107369928	75.274	1361661445	272.830551214979	2201.49	1361661459	272.830551214979	2202.46	1361661474	148.008137869234	107.949	1361661488	238.526178666186	2204.68	1361661502	207.000438957777	123.219	0	0	0	1361661391	252.957353941241	92.143	1361661405	249.185409564391	90.659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361661577	0.717795342875454	0.705246131778924	0.04804834131901	0.0004	0.0013	0.1	10.4	10.5	20.1	15.9	0	1361661542	215.357503926803	92.967	1361661557	215.056901136672	75.181	1361661571	208.398222644263	2206.46	1361661459	272.830551214979	2202.46	1361661474	148.008137869234	107.949	1361661488	238.526178666186	2204.68	1361661502	207.000438957777	123.219	0	0	0	1361661517	253.053995260645	92.181	1361661531	249.276862114053	90.695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361661637	0.712912381359294	0.705636768700217	0.04804834131901	0.0004	0.0013	0.1	10.6	10.6	20	15.9	0	1361661542	215.357503926803	92.967	1361661557	215.056901136672	75.181	1361661571	208.398222644263	2206.46	1361661585	239.542151478936	2204.62	1361661599	148.356884039103	107.725	1361661614	241.574180057859	2204.5	1361661628	207.251397343312	123.085	0	0	0	1361661517	253.053995260645	92.181	1361661531	249.276862114053	90.695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361661697	0.712912381359294	0.705636768700217	0.04804834131901	0.0004	0.0013	0.1	10.6	10.6	20.2	16	0	1361661668	215.549698045765	92.885	1361661682	215.333828363356	75.097	1361661571	208.398222644263	2206.46	1361661585	239.542151478936	2204.62	1361661599	148.356884039103	107.725	1361661614	241.574180057859	2204.5	1361661628	207.251397343312	123.085	0	0	0	1361661642	253.183702370786	92.232	1361661657	249.426748117831	90.754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361661757	0.727561265907773	0.705246131778924	0.04804834131901	0.0004	0.0013	0.1	10.7	10.6	20.1	15.8	0	1361661668	215.549698045765	92.885	1361661682	215.333828363356	75.097	1361661697	218.21252673334	2205.88	1361661711	240.050148254169	2204.59	1361661725	148.675807489782	107.521	1361661740	248.179036934512	2204.11	1361661754	207.42027320107	122.995	0	0	0	1361661642	253.183702370786	92.232	1361661657	249.426748117831	90.754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361661817	0.712912381359294	0.705246131778924	0.04804834131901	0.0004	0.0013	0.1	10.7	10.7	20.1	15.9	0	1361661794	215.761050180248	92.795	1361661808	215.555206973532	75.03	1361661697	218.21252673334	2205.88	1361661711	240.050148254169	2204.59	1361661725	148.675807489782	107.521	1361661740	248.179036934512	2204.11	1361661754	207.42027320107	122.995	0	0	0	1361661768	253.293067081868	92.275	1361661783	249.563937831006	90.808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361661877	0.717795342875454	0.705636768700217	0.04804834131901	0.0004	0.0013	0.1	10.8	10.7	20.1	15.9	0	1361661794	215.761050180248	92.795	1361661808	215.555206973532	75.03	1361661823	228.198690949333	2205.29	1361661837	226.844478224277	2205.37	1361661851	149.013293485034	107.306	1361661865	235.817053001768	2204.84	1361661754	207.42027320107	122.995	0	0	0	1361661768	253.293067081868	92.275	1361661783	249.563937831006	90.808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361661937	0.712912381359294	0.705246131778924	0.04804834131901	0.0004	0.0013	0.1	10.8	10.9	20.1	15.8	0	1361661920	215.996387513509	92.695	1361661934	215.747204896481	74.972	1361661823	228.198690949333	2205.29	1361661837	226.844478224277	2205.37	1361661851	149.013293485034	107.306	1361661865	235.817053001768	2204.84	1361661880	207.709840208851	122.841	0	0	0	1361661894	253.430413750545	92.329	1361661908	249.675726216382	90.852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361661997	0.717795342875454	0.705636768700217	0.04804834131901	0.0004	0.0013	0.1	10.9	10.8	20.1	15.8	0	1361661920	215.996387513509	92.695	1361661934	215.747204896481	74.972	1361661948	208.905795790555	2206.43	1361661963	231.753733098186	2205.08	1361661977	149.31902589156	107.112	1361661994	272.830551214979	2195.97	1361661880	207.709840208851	122.841	0	0	0	1361661894	253.430413750545	92.329	1361661908	249.675726216382	90.852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361662057	0.712912381359294	0.705636768700217	0.04804834131901	0.0004	0.0013	0.1	10.9	10.9	20.1	15.9	0	1361662048	216.203922607139	92.607	1361661934	215.747204896481	74.972	1361661948	208.905795790555	2206.43	1361661963	231.753733098186	2205.08	1361661977	149.31902589156	107.112	1361661994	272.830551214979	2195.97	1361662008	207.858679890701	122.762	0	0	0	1361662023	253.565222304245	92.382	1361662037	249.851038270981	90.921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361662117	0.712912381359294	0.705636768700217	0.0488296151615955	0.0004	0.0013	0.1	10.9	10.9	20.2	15.9	0	1361662048	216.203922607139	92.607	1361662063	215.989329470966	74.899	1361662077	254.276865267821	2203.75	1361662091	182.69021199468	2207.98	1361662106	149.648104523829	106.904	1361661994	272.830551214979	2195.97	1361662008	207.858679890701	122.762	0	0	0	1361662023	253.565222304245	92.382	1361662037	249.851038270981	90.921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361662177	0.712912381359294	0.705246131778924	0.04804834131901	0.0004	0.0013	0.1	11	10.9	20.1	15.9	0	1361662174	216.407138683485	92.521	1361662063	215.989329470966	74.899	1361662077	254.276865267821	2203.75	1361662091	182.69021199468	2207.98	1361662106	149.648104523829	106.904	1361662120	239.372820756658	2204.63	1361662134	208.209906964716	122.576	0	0	0	1361662149	253.661880748112	92.42	1361662163	249.965377176666	90.966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361662237	0.712912381359294	0.705246131778924	0.04804834131901	0.0004	0.0013	0.1	11	11	20.2	16.1	0	1361662174	216.407138683485	92.521	1361662188	216.005932637003	74.894	1361662203	216.350994920203	2205.99	1361662217	255.801477996231	2203.66	1361662231	150.008767881608	106.677	1361662120	239.372820756658	2204.63	1361662134	208.209906964716	122.576	0	0	0	1361662149	253.661880748112	92.42	1361662163	249.965377176666	90.966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361662297	0.712912381359294	0.705636768700217	0.04804834131901	0.0004	0.0013	0.1	10.9	10.8	20.1	15.8	0	1361662174	216.407138683485	92.521	1361662188	216.005932637003	74.894	1361662203	216.350994920203	2205.99	1361662217	255.801477996231	2203.66	1361662231	150.008767881608	106.677	1361662246	253.768674861525	2203.78	1361662260	208.355634794747	122.499	0	0	0	1361662274	253.799242155534	92.474	1361662289	250.074638006224	91.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361662289	0.725119785149693	0.705246131778924	0.04804834131901	0.0004	0.0013	0.1	10.7	10.7	20.1	15.9	0	1361662300	216.622599076118	92.43	1361662246	216.471828865936	74.754	1361662261	200.954609265016	2206.9	1361662275	223.966939283794	2205.54	1361662231	150.008767881608	106.677	1361662246	253.768674861525	2203.78	1361662260	208.355634794747	122.499	0	0	0	1361662274	253.799242155534	92.474	1361662289	250.074638006224	91.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361662349	0.712912381359294	0.705246131778924	0.04804834131901	0.0004	0.0013	0.1	10.6	10.7	20.1	15.9	0	1361662300	216.622599076118	92.43	1361662246	216.471828865936	74.754	1361662261	200.954609265016	2206.9	1361662275	223.966939283794	2205.54	1361662289	150.302286589408	106.493	1361662303	242.590235827086	2204.44	1361662318	208.535693860142	122.404	0	0	0	1361662332	253.898451024189	92.513	1361662347	250.209313238794	91.062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361662409	0.712912381359294	0.705246131778924	0.0492202520828883	0.0004	0.0013	0.1	10.6	10.6	20.1	15.9	0	1361662358	216.869382035873	92.326	1361662372	216.468494120854	74.755	1361662386	240.388816611514	2204.57	1361662401	210.428556638137	2206.34	1361662289	150.302286589408	106.493	1361662303	242.590235827086	2204.44	1361662318	208.535693860142	122.404	0	0	0	1361662332	253.898451024189	92.513	1361662347	250.209313238794	91.062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361662469	0.720236823633534	0.707199316385388	0.04804834131901	0.0004	0.0013	0.1	10.6	10.4	20.1	16	0	1361662358	216.869382035873	92.326	1361662372	216.468494120854	74.755	1361662386	240.388816611514	2204.57	1361662401	210.428556638137	2206.34	1361662415	150.710815869213	106.238	1361662429	240.727488041252	2204.55	1361662444	208.809185195433	122.26	0	0	0	1361662458	254.038365820243	92.568	1361662347	250.209313238794	91.062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361662529	0.725119785149693	0.706808679464095	0.04804834131901	0.0004	0.0013	0.1	10.4	10.4	20.2	15.8	0	1361662484	217.128652913377	92.217	1361662498	216.792429369342	74.658	1361662512	245.638569071884	2204.26	1361662526	272.830551214979	2202.41	1361662415	150.710815869213	106.238	1361662429	240.727488041252	2204.55	1361662444	208.809185195433	122.26	0	0	0	1361662458	254.038365820243	92.568	1361662472	250.349076280061	91.117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361662589	0.712912381359294	0.705636768700217	0.0484389782403027	0.0004	0.0013	0.1	10.6	10.6	20.1	16	0	1361662484	217.128652913377	92.217	1361662498	216.792429369342	74.658	1361662512	245.638569071884	2204.26	1361662526	272.830551214979	2202.41	1361662541	151.019764987877	106.046	1361662558	265.797703770236	2203.07	1361662572	209.123392822344	122.095	0	0	0	1361662587	254.168110064889	92.619	1361662472	250.349076280061	91.117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361662649	0.712912381359294	0.705636768700217	0.04804834131901	0.0004	0.0013	0.1	10.5	10.5	20.1	15.9	0	1361662612	217.331280955284	92.132	1361662627	216.886111559586	74.63	1361662641	272.830551214979	2201.4	1361662526	272.830551214979	2202.41	1361662541	151.019764987877	106.046	1361662558	265.797703770236	2203.07	1361662572	209.123392822344	122.095	0	0	0	1361662587	254.168110064889	92.619	1361662601	250.486303842069	91.171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361662709	0.712912381359294	0.705246131778924	0.04804834131901	0.0004	0.0013	0.1	10.6	10.6	20.2	15.9	0	1361662612	217.331280955284	92.132	1361662627	216.886111559586	74.63	1361662641	272.830551214979	2201.4	1361662655	272.830551214979	2201.81	1361662670	151.341210263908	105.847	1361662687	272.830551214979	2202.5	1361662701	209.258871720632	122.024	0	0	0	1361662587	254.168110064889	92.619	1361662601	250.486303842069	91.171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361662769	0.712912381359294	0.705246131778924	0.0484389782403027	0.0004	0.0013	0.1	10.7	10.6	20.1	16	0	1361662741	217.515175339366	92.055	1361662755	217.110599073077	74.563	1361662641	272.830551214979	2201.4	1361662655	272.830551214979	2201.81	1361662670	151.341210263908	105.847	1361662687	272.830551214979	2202.5	1361662701	209.258871720632	122.024	0	0	0	1361662716	254.295315036467	92.669	1361662730	250.605747212133	91.218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361662829	0.712912381359294	0.705636768700217	0.0484389782403027	0.0004	0.0013	0.11	10.7	10.7	20.1	15.9	0	1361662741	217.515175339366	92.055	1361662755	217.110599073077	74.563	1361662770	253.260491373133	2203.81	1361662784	207.044727992601	2206.54	1361662798	151.70292250196	105.624	1361662813	205.014578022521	2206.66	1361662827	209.509274601239	121.893	0	0	0	1361662716	254.295315036467	92.669	1361662730	250.605747212133	91.218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361662889	0.712912381359294	0.705246131778924	0.04804834131901	0.0004	0.0013	0.11	10.7	10.7	20.3	15.9	0	1361662867	217.696996735037	91.979	1361662881	217.17769774888	74.543	1361662770	253.260491373133	2203.81	1361662784	207.044727992601	2206.54	1361662798	151.70292250196	105.624	1361662813	205.014578022521	2206.66	1361662827	209.509274601239	121.893	0	0	0	1361662841	254.399626605985	92.71	1361662856	250.737902270995	91.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361662949	0.712912381359294	0.708761864070559	0.04804834131901	0.0004	0.0013	0.11	10.9	10.9	20.1	15.8	0	1361662867	217.696996735037	91.979	1361662881	217.17769774888	74.543	1361662895	227.352302239311	2205.34	1361662910	272.830551214979	2202.01	1361662924	152.035213120316	105.42	1361662941	239.711482969255	2204.61	1361662827	209.509274601239	121.893	0	0	0	1361662841	254.399626605985	92.71	1361662856	250.737902270995	91.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361663009	0.720236823633534	0.705246131778924	0.04804834131901	0.0004	0.0013	0.11	11	10.9	20.2	15.9	0	1361662996	217.903120805534	91.893	1361662881	217.17769774888	74.543	1361662895	227.352302239311	2205.34	1361662910	272.830551214979	2202.01	1361662924	152.035213120316	105.42	1361662941	239.711482969255	2204.61	1361662956	209.67971817842	121.804	0	0	0	1361662970	254.537017373847	92.764	1361662984	250.867520930112	91.321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361663069	0.717795342875454	0.705636768700217	0.04804834131901	0.0004	0.0013	0.11	11	10.9	20.1	15.9	0	1361662996	217.903120805534	91.893	1361663010	217.658629413339	74.4	1361663024	218.720233338542	2205.85	1361663039	165.61770040488	2208.99	1361663053	152.291860839342	105.263	1361663067	256.140289280767	2203.64	1361662956	209.67971817842	121.804	0	0	0	1361662970	254.537017373847	92.764	1361662984	250.867520930112	91.321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361663129	0.712912381359294	0.705636768700217	0.04804834131901	0.0004	0.0013	0.11	11	10.9	20.1	15.9	0	1361663121	218.174571699305	91.78	1361663010	217.658629413339	74.4	1361663024	218.720233338542	2205.85	1361663039	165.61770040488	2208.99	1361663053	152.291860839342	105.263	1361663067	256.140289280767	2203.64	1361663081	209.883059876864	121.698	0	0	0	1361663096	254.659147076213	92.812	1361663110	251.020019858664	91.381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361663189	0.712912381359294	0.705246131778924	0.0484389782403027	0.0004	0.0013	0.11	11.1	10.9	20.2	16	0	1361663121	218.174571699305	91.78	1361663136	217.81377484666	74.354	1361663150	222.105120509182	2205.65	1361663164	272.830551214979	2202.53	1361663179	152.715351087597	105.005	1361663067	256.140289280767	2203.64	1361663081	209.883059876864	121.698	0	0	0	1361663096	254.659147076213	92.812	1361663110	251.020019858664	91.381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361663249	0.730002746665853	0.706808679464095	0.04804834131901	0.0004	0.0013	0.11	10.9	11	20.1	16	0	1361663247	218.386451299935	91.692	1361663136	217.81377484666	74.354	1361663150	222.105120509182	2205.65	1361663164	272.830551214979	2202.53	1361663179	152.715351087597	105.005	1361663193	249.195272489298	2204.05	1361663207	210.190696096343	121.538	0	0	0	1361663222	254.783825585009	92.861	1361663236	251.103897210688	91.414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361663309	0.712912381359294	0.705636768700217	0.04804834131901	0.0004	0.0013	0.11	10.9	11	20	15.9	0	1361663247	218.386451299935	91.692	1361663262	218.097639139178	74.27	1361663276	252.413534265207	2203.86	1361663290	246.146648813786	2204.23	1361663305	153.025310204657	104.817	1361663193	249.195272489298	2204.05	1361663207	210.190696096343	121.538	0	0	0	1361663222	254.783825585009	92.861	1361663236	251.103897210688	91.414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361663369	0.712912381359294	0.705636768700217	0.04804834131901	0.0004	0.0013	0.11	10.7	10.9	20.2	15.9	0	1361663247	218.386451299935	91.692	1361663262	218.097639139178	74.27	1361663276	252.413534265207	2203.86	1361663290	246.146648813786	2204.23	1361663305	153.025310204657	104.817	1361663319	241.066162543459	2204.53	1361663333	210.391116179279	121.434	0	0	0	1361663348	254.877973549874	92.898	1361663362	251.243697431931	91.469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361663429	0.720236823633534	0.705246131778924	0.04804834131901	0.0004	0.0013	0.11	10.7	10.7	20.1	16	0	1361663373	218.603586448744	91.602	1361663388	218.222902845831	74.233	1361663402	272.830551214979	2202.54	1361663416	159.70330467051	2209.34	1361663305	153.025310204657	104.817	1361663319	241.066162543459	2204.53	1361663333	210.391116179279	121.434	0	0	0	1361663348	254.877973549874	92.898	1361663362	251.243697431931	91.469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361663489	0.712912381359294	0.705246131778924	0.04804834131901	0.0004	0.0013	0.11	10.6	10.7	20.2	16	0	1361663373	218.603586448744	91.602	1361663388	218.222902845831	74.233	1361663402	272.830551214979	2202.54	1361663416	159.70330467051	2209.34	1361663430	153.338089177919	104.628	1361663448	272.830551214979	2200.1	1361663462	210.626684408906	121.312	0	0	0	1361663476	255.056098301826	92.968	1361663362	251.243697431931	91.469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361663549	0.712912381359294	0.705636768700217	0.04804834131901	0.0004	0.0013	0.11	10.6	10.6	20.1	15.9	0	1361663502	218.784873419151	91.527	1361663516	218.246617119302	74.226	1361663531	204.845403841761	2206.67	1361663545	227.183026800101	2205.35	1361663430	153.338089177919	104.628	1361663448	272.830551214979	2200.1	1361663462	210.626684408906	121.312	0	0	0	1361663476	255.056098301826	92.968	1361663491	251.391129390085	91.527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361663609	0.712912381359294	0.705636768700217	0.0492202520828883	0.0004	0.0013	0.11	10.5	10.6	20	15.9	0	1361663502	218.784873419151	91.527	1361663516	218.246617119302	74.226	1361663531	204.845403841761	2206.67	1361663545	227.183026800101	2205.35	1361663559	153.693667061246	104.414	1361663577	272.830551214979	2202.08	1361663591	210.936381812398	121.152	0	0	0	1361663605	255.1604327513	93.009	1361663491	251.391129390085	91.527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361663669	0.717795342875454	0.705246131778924	0.0484389782403027	0.0004	0.0013	0.11	10.4	10.4	20.1	16	0	1361663631	219.007676807706	91.435	1361663645	218.687937420742	74.096	1361663659	227.183026800101	2205.35	1361663545	227.183026800101	2205.35	1361663559	153.693667061246	104.414	1361663577	272.830551214979	2202.08	1361663591	210.936381812398	121.152	0	0	0	1361663605	255.1604327513	93.009	1361663620	251.502978613548	91.571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361663729	0.717795342875454	0.705246131778924	0.0484389782403027	0.0004	0.0013	0.11	10.6	10.5	20.1	16	0	1361663631	219.007676807706	91.435	1361663645	218.687937420742	74.096	1361663659	227.183026800101	2205.35	1361663674	209.751766370725	2206.38	1361663688	154.002287026106	104.229	1361663705	254.78506259225	2203.72	1361663720	211.11873015326	121.058	0	0	0	1361663605	255.1604327513	93.009	1361663620	251.502978613548	91.571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361663789	0.712912381359294	0.705636768700217	0.04804834131901	0.0004	0.0013	0.11	10.6	10.6	20.2	15.9	0	1361663760	219.240667798475	91.339	1361663774	219.086612144803	73.979	1361663788	234.801181561911	2204.9	1361663674	209.751766370725	2206.38	1361663688	154.002287026106	104.229	1361663705	254.78506259225	2203.72	1361663720	211.11873015326	121.058	0	0	0	1361663734	255.290218992031	93.06	1361663748	251.635168826477	91.623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361663849	0.712912381359294	0.705636768700217	0.04804834131901	0.0004	0.0013	0.11	10.6	10.6	20.1	16	0	1361663760	219.240667798475	91.339	1361663774	219.086612144803	73.979	1361663788	234.801181561911	2204.9	1361663803	242.082204485696	2204.47	1361663817	154.359036033678	104.016	1361663831	216.689448345526	2205.97	1361663845	211.322769298662	120.953	0	0	0	1361663734	255.290218992031	93.06	1361663748	251.635168826477	91.623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361663909	0.712912381359294	0.705636768700217	0.04804834131901	0.0004	0.0013	0.11	10.6	10.7	20.1	15.9	0	1361663886	219.403579892702	91.272	1361663900	219.134411541056	73.965	1361663788	234.801181561911	2204.9	1361663803	242.082204485696	2204.47	1361663817	154.359036033678	104.016	1361663831	216.689448345526	2205.97	1361663845	211.322769298662	120.953	0	0	0	1361663860	255.402195320043	93.104	1361663874	251.739399363296	91.664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361663969	0.712912381359294	0.705246131778924	0.04804834131901	0.0004	0.0013	0.11	10.7	10.7	20.2	15.9	0	1361663886	219.403579892702	91.272	1361663900	219.134411541056	73.965	1361663914	205.522105164726	2206.63	1361663928	245.469210694558	2204.27	1361663943	154.700458510139	103.813	1361663957	241.743520765662	2204.49	1361663845	211.322769298662	120.953	0	0	0	1361663860	255.402195320043	93.104	1361663874	251.739399363296	91.664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361664029	0.712912381359294	0.705636768700217	0.04804834131901	0.0004	0.0013	0.11	10.6	10.8	20.1	15.9	0	1361664011	219.666711961502	91.164	1361664026	219.383980361202	73.892	1361663914	205.522105164726	2206.63	1361663928	245.469210694558	2204.27	1361663943	154.700458510139	103.813	1361663957	241.743520765662	2204.49	1361663971	211.488216736335	120.868	0	0	0	1361663986	255.526900462453	93.153	1361664000	251.897022360145	91.726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361664089	0.712912381359294	0.705636768700217	0.04804834131901	0.0004	0.0013	0.11	10.9	10.8	20.1	16	0	1361664011	219.666711961502	91.164	1361664026	219.383980361202	73.892	1361664040	217.535595333746	2205.92	1361664054	233.108123925066	2205	1361664068	154.945186437993	103.668	1361664083	250.04215658451	2204	1361663971	211.488216736335	120.868	0	0	0	1361663986	255.526900462453	93.153	1361664000	251.897022360145	91.726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361664149	0.722678304391614	0.706418042542802	0.04804834131901	0.0004	0.0013	0.11	10.9	10.8	20.1	15.9	0	1361664137	219.871821796778	91.08	1361664026	219.383980361202	73.892	1361664040	217.535595333746	2205.92	1361664054	233.108123925066	2205	1361664068	154.945186437993	103.668	1361664083	250.04215658451	2204	1361664097	211.765157576481	120.726	0	0	0	1361664111	255.613433179747	93.187	1361664126	252.024143013529	91.776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361664209	0.712912381359294	0.705636768700217	0.0488296151615955	0.0004	0.0013	0.11	10.9	10.9	20	15.9	0	1361664137	219.871821796778	91.08	1361664151	219.380557874025	73.893	1361664166	244.283723565831	2204.34	1361664180	182.69021199468	2207.98	1361664194	155.331449095472	103.44	1361664209	221.597367867369	2205.68	1361664097	211.765157576481	120.726	0	0	0	1361664111	255.613433179747	93.187	1361664126	252.024143013529	91.776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361664269	0.712912381359294	0.705636768700217	0.0484389782403027	0.0004	0.0013	0.11	10.9	10.9	20.1	16	0	1361664263	220.092022306273	90.99	1361664151	219.380557874025	73.893	1361664166	244.283723565831	2204.34	1361664180	182.69021199468	2207.98	1361664194	155.331449095472	103.44	1361664209	221.597367867369	2205.68	1361664223	212.040826645077	120.585	0	0	0	1361664237	255.783959807571	93.254	1361664252	252.143640765471	91.823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
